sentence,gold_pos,gold_dependencies
This design seems amazing.,"[('This', 'PRP'), ('design', 'RB'), ('seems', 'JJ'), ('amazing.', 'RB')]","[('design', 'amazing.', 'root'), ('design', 'design', 'root'), ('amazing.', 'amazing.', 'nsubj'), ('This', 'amazing.', 'obj')]"
The experience looks fantastic.,"[('The', 'VB'), ('experience', 'NN'), ('looks', 'JJ'), ('fantastic.', 'RB')]","[('The', 'experience', 'nsubj'), ('experience', 'fantastic.', 'obj'), ('looks', 'looks', 'obj'), ('fantastic.', 'fantastic.', 'nsubj')]"
This design seems terrible.,"[('This', 'NN'), ('design', 'RB'), ('seems', 'JJ'), ('terrible.', 'JJ')]","[('seems', 'design', 'root'), ('terrible.', 'design', 'obj'), ('seems', 'This', 'nsubj'), ('This', 'seems', 'nsubj')]"
The experience looks innovative.,"[('The', 'RB'), ('experience', 'PRP'), ('looks', 'RB'), ('innovative.', 'DT')]","[('The', 'experience', 'root'), ('innovative.', 'experience', 'nsubj'), ('looks', 'experience', 'obj'), ('experience', 'looks', 'root')]"
The product is mediocre.,"[('The', 'PRP'), ('product', 'DT'), ('is', 'PRP'), ('mediocre.', 'VB')]","[('is', 'The', 'nsubj'), ('is', 'mediocre.', 'nsubj'), ('is', 'product', 'obj'), ('is', 'is', 'obj')]"
This service feels mediocre.,"[('This', 'VB'), ('service', 'NN'), ('feels', 'VB'), ('mediocre.', 'JJ')]","[('service', 'service', 'nsubj'), ('This', 'This', 'obj'), ('service', 'feels', 'root'), ('feels', 'feels', 'obj')]"
This service is terrible.,"[('This', 'NN'), ('service', 'NN'), ('is', 'VB'), ('terrible.', 'NN')]","[('This', 'is', 'nsubj'), ('terrible.', 'This', 'root'), ('terrible.', 'is', 'obj'), ('terrible.', 'This', 'root')]"
The app is innovative.,"[('The', 'NN'), ('app', 'PRP'), ('is', 'DT'), ('innovative.', 'RB')]","[('innovative.', 'is', 'obj'), ('The', 'innovative.', 'obj'), ('innovative.', 'The', 'obj'), ('The', 'is', 'nsubj')]"
The product is great.,"[('The', 'RB'), ('product', 'PRP'), ('is', 'RB'), ('great.', 'VB')]","[('The', 'product', 'root'), ('The', 'product', 'root'), ('product', 'is', 'nsubj'), ('The', 'The', 'nsubj')]"
The app feels innovative.,"[('The', 'RB'), ('app', 'RB'), ('feels', 'NN'), ('innovative.', 'VB')]","[('The', 'The', 'root'), ('app', 'The', 'obj'), ('The', 'app', 'root'), ('The', 'app', 'root')]"
The product feels awful.,"[('The', 'PRP'), ('product', 'PRP'), ('feels', 'VB'), ('awful.', 'DT')]","[('awful.', 'awful.', 'root'), ('awful.', 'feels', 'nsubj'), ('product', 'product', 'nsubj'), ('product', 'The', 'root')]"
The movie seems mediocre.,"[('The', 'VB'), ('movie', 'VB'), ('seems', 'DT'), ('mediocre.', 'JJ')]","[('mediocre.', 'The', 'root'), ('The', 'seems', 'root'), ('seems', 'The', 'obj'), ('seems', 'seems', 'root')]"
This design looks mediocre.,"[('This', 'RB'), ('design', 'PRP'), ('looks', 'PRP'), ('mediocre.', 'VB')]","[('design', 'design', 'nsubj'), ('looks', 'This', 'root'), ('looks', 'looks', 'root'), ('looks', 'mediocre.', 'obj')]"
The app looks boring.,"[('The', 'PRP'), ('app', 'RB'), ('looks', 'VB'), ('boring.', 'DT')]","[('app', 'boring.', 'nsubj'), ('looks', 'boring.', 'nsubj'), ('boring.', 'boring.', 'root'), ('boring.', 'The', 'obj')]"
The movie looks terrible.,"[('The', 'DT'), ('movie', 'RB'), ('looks', 'DT'), ('terrible.', 'JJ')]","[('looks', 'The', 'nsubj'), ('The', 'terrible.', 'nsubj'), ('terrible.', 'terrible.', 'obj'), ('movie', 'looks', 'obj')]"
The product feels great.,"[('The', 'VB'), ('product', 'JJ'), ('feels', 'RB'), ('great.', 'NN')]","[('great.', 'product', 'root'), ('feels', 'feels', 'root'), ('feels', 'feels', 'obj'), ('product', 'great.', 'nsubj')]"
This service seems awful.,"[('This', 'VB'), ('service', 'PRP'), ('seems', 'NN'), ('awful.', 'PRP')]","[('seems', 'seems', 'obj'), ('seems', 'service', 'nsubj'), ('service', 'This', 'obj'), ('service', 'service', 'root')]"
This service feels innovative.,"[('This', 'PRP'), ('service', 'RB'), ('feels', 'RB'), ('innovative.', 'PRP')]","[('This', 'innovative.', 'root'), ('feels', 'feels', 'obj'), ('service', 'innovative.', 'obj'), ('innovative.', 'service', 'nsubj')]"
The experience looks great.,"[('The', 'VB'), ('experience', 'NN'), ('looks', 'VB'), ('great.', 'NN')]","[('experience', 'looks', 'nsubj'), ('looks', 'great.', 'nsubj'), ('looks', 'experience', 'obj'), ('great.', 'experience', 'obj')]"
This service was terrible.,"[('This', 'DT'), ('service', 'NN'), ('was', 'JJ'), ('terrible.', 'RB')]","[('This', 'terrible.', 'obj'), ('terrible.', 'terrible.', 'obj'), ('was', 'terrible.', 'root'), ('terrible.', 'service', 'nsubj')]"
This service seems boring.,"[('This', 'JJ'), ('service', 'DT'), ('seems', 'DT'), ('boring.', 'VB')]","[('service', 'service', 'root'), ('service', 'This', 'nsubj'), ('seems', 'boring.', 'root'), ('This', 'seems', 'root')]"
The product feels innovative.,"[('The', 'JJ'), ('product', 'DT'), ('feels', 'PRP'), ('innovative.', 'JJ')]","[('innovative.', 'product', 'root'), ('innovative.', 'innovative.', 'nsubj'), ('innovative.', 'feels', 'obj'), ('feels', 'product', 'root')]"
The app is great.,"[('The', 'RB'), ('app', 'PRP'), ('is', 'JJ'), ('great.', 'VB')]","[('app', 'app', 'root'), ('app', 'great.', 'nsubj'), ('is', 'is', 'obj'), ('great.', 'app', 'obj')]"
The movie is amazing.,"[('The', 'NN'), ('movie', 'PRP'), ('is', 'NN'), ('amazing.', 'JJ')]","[('The', 'The', 'root'), ('The', 'amazing.', 'obj'), ('movie', 'The', 'root'), ('movie', 'movie', 'root')]"
This design looks fantastic.,"[('This', 'DT'), ('design', 'DT'), ('looks', 'PRP'), ('fantastic.', 'RB')]","[('design', 'looks', 'nsubj'), ('looks', 'looks', 'root'), ('This', 'looks', 'nsubj'), ('looks', 'design', 'nsubj')]"
The app is fantastic.,"[('The', 'JJ'), ('app', 'JJ'), ('is', 'VB'), ('fantastic.', 'VB')]","[('app', 'The', 'nsubj'), ('is', 'The', 'nsubj'), ('app', 'is', 'obj'), ('app', 'is', 'root')]"
The app was great.,"[('The', 'VB'), ('app', 'NN'), ('was', 'PRP'), ('great.', 'JJ')]","[('was', 'The', 'obj'), ('The', 'The', 'obj'), ('was', 'great.', 'nsubj'), ('app', 'app', 'root')]"
The app looks terrible.,"[('The', 'PRP'), ('app', 'DT'), ('looks', 'DT'), ('terrible.', 'RB')]","[('terrible.', 'terrible.', 'obj'), ('looks', 'looks', 'root'), ('looks', 'app', 'obj'), ('terrible.', 'app', 'nsubj')]"
The movie looks mediocre.,"[('The', 'RB'), ('movie', 'RB'), ('looks', 'RB'), ('mediocre.', 'NN')]","[('mediocre.', 'The', 'obj'), ('looks', 'The', 'obj'), ('The', 'The', 'obj'), ('looks', 'looks', 'obj')]"
The product seems awful.,"[('The', 'VB'), ('product', 'JJ'), ('seems', 'RB'), ('awful.', 'RB')]","[('awful.', 'awful.', 'nsubj'), ('The', 'seems', 'nsubj'), ('awful.', 'product', 'nsubj'), ('seems', 'seems', 'nsubj')]"
This design looks boring.,"[('This', 'DT'), ('design', 'RB'), ('looks', 'RB'), ('boring.', 'VB')]","[('design', 'design', 'nsubj'), ('design', 'design', 'obj'), ('This', 'looks', 'nsubj'), ('looks', 'This', 'obj')]"
The experience was innovative.,"[('The', 'JJ'), ('experience', 'NN'), ('was', 'DT'), ('innovative.', 'JJ')]","[('The', 'experience', 'nsubj'), ('The', 'The', 'nsubj'), ('was', 'The', 'root'), ('experience', 'experience', 'nsubj')]"
The movie feels mediocre.,"[('The', 'DT'), ('movie', 'DT'), ('feels', 'VB'), ('mediocre.', 'DT')]","[('movie', 'feels', 'root'), ('The', 'feels', 'nsubj'), ('mediocre.', 'mediocre.', 'nsubj'), ('feels', 'movie', 'obj')]"
The product looks boring.,"[('The', 'DT'), ('product', 'NN'), ('looks', 'JJ'), ('boring.', 'JJ')]","[('product', 'The', 'root'), ('looks', 'boring.', 'obj'), ('looks', 'boring.', 'root'), ('looks', 'boring.', 'obj')]"
The app feels great.,"[('The', 'PRP'), ('app', 'VB'), ('feels', 'PRP'), ('great.', 'RB')]","[('The', 'great.', 'obj'), ('app', 'app', 'obj'), ('The', 'feels', 'root'), ('app', 'great.', 'nsubj')]"
The movie was mediocre.,"[('The', 'PRP'), ('movie', 'RB'), ('was', 'VB'), ('mediocre.', 'JJ')]","[('The', 'movie', 'obj'), ('movie', 'was', 'root'), ('movie', 'movie', 'root'), ('The', 'movie', 'nsubj')]"
The app is great.,"[('The', 'JJ'), ('app', 'JJ'), ('is', 'DT'), ('great.', 'DT')]","[('The', 'great.', 'nsubj'), ('The', 'The', 'nsubj'), ('app', 'is', 'obj'), ('great.', 'The', 'obj')]"
The product seems amazing.,"[('The', 'RB'), ('product', 'DT'), ('seems', 'RB'), ('amazing.', 'PRP')]","[('seems', 'product', 'nsubj'), ('product', 'seems', 'obj'), ('seems', 'amazing.', 'root'), ('The', 'seems', 'obj')]"
This design seems innovative.,"[('This', 'PRP'), ('design', 'DT'), ('seems', 'VB'), ('innovative.', 'JJ')]","[('This', 'This', 'root'), ('This', 'This', 'root'), ('innovative.', 'seems', 'root'), ('design', 'innovative.', 'nsubj')]"
The experience seems boring.,"[('The', 'VB'), ('experience', 'VB'), ('seems', 'NN'), ('boring.', 'NN')]","[('experience', 'boring.', 'obj'), ('The', 'experience', 'nsubj'), ('boring.', 'boring.', 'root'), ('seems', 'The', 'obj')]"
The app seems innovative.,"[('The', 'JJ'), ('app', 'JJ'), ('seems', 'NN'), ('innovative.', 'NN')]","[('app', 'seems', 'root'), ('seems', 'app', 'root'), ('app', 'seems', 'nsubj'), ('innovative.', 'innovative.', 'nsubj')]"
This service is fantastic.,"[('This', 'RB'), ('service', 'JJ'), ('is', 'JJ'), ('fantastic.', 'PRP')]","[('This', 'is', 'nsubj'), ('This', 'service', 'root'), ('is', 'This', 'root'), ('This', 'fantastic.', 'root')]"
The experience was fantastic.,"[('The', 'PRP'), ('experience', 'JJ'), ('was', 'PRP'), ('fantastic.', 'VB')]","[('was', 'fantastic.', 'root'), ('was', 'experience', 'nsubj'), ('The', 'was', 'nsubj'), ('The', 'experience', 'nsubj')]"
The app seems innovative.,"[('The', 'RB'), ('app', 'JJ'), ('seems', 'VB'), ('innovative.', 'JJ')]","[('innovative.', 'innovative.', 'obj'), ('app', 'The', 'nsubj'), ('seems', 'app', 'obj'), ('The', 'app', 'obj')]"
This service seems mediocre.,"[('This', 'JJ'), ('service', 'DT'), ('seems', 'JJ'), ('mediocre.', 'NN')]","[('mediocre.', 'service', 'obj'), ('This', 'service', 'nsubj'), ('service', 'service', 'nsubj'), ('service', 'mediocre.', 'root')]"
This service is great.,"[('This', 'DT'), ('service', 'NN'), ('is', 'VB'), ('great.', 'RB')]","[('This', 'is', 'obj'), ('great.', 'This', 'nsubj'), ('is', 'great.', 'nsubj'), ('great.', 'is', 'nsubj')]"
The experience is innovative.,"[('The', 'PRP'), ('experience', 'JJ'), ('is', 'DT'), ('innovative.', 'VB')]","[('is', 'is', 'nsubj'), ('innovative.', 'experience', 'root'), ('experience', 'experience', 'nsubj'), ('experience', 'innovative.', 'obj')]"
The product was awful.,"[('The', 'DT'), ('product', 'DT'), ('was', 'DT'), ('awful.', 'RB')]","[('product', 'was', 'obj'), ('was', 'awful.', 'nsubj'), ('was', 'awful.', 'root'), ('The', 'awful.', 'nsubj')]"
The app feels innovative.,"[('The', 'NN'), ('app', 'DT'), ('feels', 'DT'), ('innovative.', 'DT')]","[('The', 'The', 'obj'), ('feels', 'app', 'obj'), ('The', 'feels', 'root'), ('The', 'feels', 'nsubj')]"
The experience looks mediocre.,"[('The', 'NN'), ('experience', 'NN'), ('looks', 'VB'), ('mediocre.', 'RB')]","[('mediocre.', 'experience', 'obj'), ('The', 'The', 'nsubj'), ('mediocre.', 'experience', 'root'), ('mediocre.', 'looks', 'root')]"
This service was mediocre.,"[('This', 'PRP'), ('service', 'NN'), ('was', 'NN'), ('mediocre.', 'NN')]","[('service', 'This', 'root'), ('service', 'was', 'obj'), ('was', 'This', 'root'), ('was', 'mediocre.', 'nsubj')]"
The experience looks innovative.,"[('The', 'JJ'), ('experience', 'NN'), ('looks', 'NN'), ('innovative.', 'DT')]","[('The', 'looks', 'root'), ('looks', 'The', 'root'), ('looks', 'looks', 'obj'), ('experience', 'experience', 'nsubj')]"
The app seems awful.,"[('The', 'DT'), ('app', 'PRP'), ('seems', 'PRP'), ('awful.', 'VB')]","[('app', 'The', 'nsubj'), ('awful.', 'The', 'root'), ('seems', 'seems', 'root'), ('app', 'seems', 'nsubj')]"
This service feels boring.,"[('This', 'PRP'), ('service', 'VB'), ('feels', 'NN'), ('boring.', 'PRP')]","[('feels', 'This', 'nsubj'), ('This', 'boring.', 'nsubj'), ('service', 'boring.', 'nsubj'), ('boring.', 'boring.', 'root')]"
The product was terrible.,"[('The', 'NN'), ('product', 'RB'), ('was', 'VB'), ('terrible.', 'DT')]","[('product', 'product', 'obj'), ('was', 'The', 'root'), ('terrible.', 'The', 'obj'), ('The', 'was', 'nsubj')]"
The experience feels fantastic.,"[('The', 'NN'), ('experience', 'RB'), ('feels', 'PRP'), ('fantastic.', 'JJ')]","[('feels', 'feels', 'obj'), ('The', 'experience', 'nsubj'), ('experience', 'The', 'nsubj'), ('experience', 'fantastic.', 'obj')]"
The product looks fantastic.,"[('The', 'DT'), ('product', 'JJ'), ('looks', 'VB'), ('fantastic.', 'PRP')]","[('fantastic.', 'The', 'root'), ('fantastic.', 'product', 'nsubj'), ('product', 'The', 'nsubj'), ('The', 'fantastic.', 'nsubj')]"
The experience is awful.,"[('The', 'JJ'), ('experience', 'NN'), ('is', 'VB'), ('awful.', 'PRP')]","[('awful.', 'awful.', 'nsubj'), ('The', 'is', 'root'), ('awful.', 'awful.', 'obj'), ('The', 'is', 'nsubj')]"
This design feels great.,"[('This', 'NN'), ('design', 'VB'), ('feels', 'RB'), ('great.', 'NN')]","[('great.', 'This', 'nsubj'), ('design', 'feels', 'root'), ('feels', 'This', 'obj'), ('design', 'great.', 'obj')]"
The experience is boring.,"[('The', 'DT'), ('experience', 'RB'), ('is', 'RB'), ('boring.', 'RB')]","[('experience', 'The', 'obj'), ('The', 'is', 'nsubj'), ('experience', 'is', 'nsubj'), ('boring.', 'The', 'root')]"
This design seems fantastic.,"[('This', 'JJ'), ('design', 'NN'), ('seems', 'PRP'), ('fantastic.', 'RB')]","[('seems', 'This', 'nsubj'), ('design', 'fantastic.', 'nsubj'), ('design', 'design', 'nsubj'), ('design', 'This', 'nsubj')]"
The product is great.,"[('The', 'DT'), ('product', 'DT'), ('is', 'PRP'), ('great.', 'RB')]","[('The', 'is', 'root'), ('The', 'The', 'root'), ('product', 'is', 'obj'), ('is', 'is', 'obj')]"
The movie seems boring.,"[('The', 'NN'), ('movie', 'JJ'), ('seems', 'JJ'), ('boring.', 'DT')]","[('boring.', 'The', 'root'), ('movie', 'seems', 'nsubj'), ('boring.', 'movie', 'obj'), ('The', 'The', 'obj')]"
This service was innovative.,"[('This', 'PRP'), ('service', 'RB'), ('was', 'RB'), ('innovative.', 'VB')]","[('was', 'was', 'obj'), ('innovative.', 'innovative.', 'obj'), ('This', 'This', 'nsubj'), ('innovative.', 'was', 'nsubj')]"
The product was awful.,"[('The', 'RB'), ('product', 'VB'), ('was', 'JJ'), ('awful.', 'DT')]","[('awful.', 'product', 'nsubj'), ('product', 'The', 'nsubj'), ('awful.', 'product', 'nsubj'), ('awful.', 'was', 'root')]"
The movie was mediocre.,"[('The', 'PRP'), ('movie', 'JJ'), ('was', 'JJ'), ('mediocre.', 'PRP')]","[('The', 'mediocre.', 'root'), ('mediocre.', 'movie', 'obj'), ('movie', 'was', 'root'), ('movie', 'The', 'obj')]"
The app was amazing.,"[('The', 'NN'), ('app', 'NN'), ('was', 'JJ'), ('amazing.', 'VB')]","[('was', 'The', 'nsubj'), ('The', 'amazing.', 'nsubj'), ('The', 'app', 'obj'), ('was', 'The', 'obj')]"
The app feels amazing.,"[('The', 'VB'), ('app', 'VB'), ('feels', 'DT'), ('amazing.', 'DT')]","[('amazing.', 'feels', 'obj'), ('amazing.', 'amazing.', 'root'), ('feels', 'feels', 'obj'), ('The', 'The', 'obj')]"
The experience feels great.,"[('The', 'DT'), ('experience', 'PRP'), ('feels', 'VB'), ('great.', 'DT')]","[('experience', 'The', 'obj'), ('great.', 'The', 'obj'), ('feels', 'experience', 'obj'), ('experience', 'great.', 'obj')]"
The movie feels terrible.,"[('The', 'RB'), ('movie', 'PRP'), ('feels', 'VB'), ('terrible.', 'VB')]","[('feels', 'terrible.', 'obj'), ('movie', 'The', 'obj'), ('terrible.', 'terrible.', 'obj'), ('movie', 'The', 'nsubj')]"
The experience feels fantastic.,"[('The', 'RB'), ('experience', 'DT'), ('feels', 'NN'), ('fantastic.', 'VB')]","[('fantastic.', 'The', 'root'), ('experience', 'experience', 'root'), ('feels', 'fantastic.', 'root'), ('feels', 'feels', 'obj')]"
The experience looks innovative.,"[('The', 'NN'), ('experience', 'JJ'), ('looks', 'DT'), ('innovative.', 'NN')]","[('The', 'looks', 'obj'), ('looks', 'experience', 'root'), ('experience', 'experience', 'obj'), ('The', 'The', 'obj')]"
The experience was innovative.,"[('The', 'NN'), ('experience', 'NN'), ('was', 'VB'), ('innovative.', 'JJ')]","[('innovative.', 'was', 'nsubj'), ('experience', 'was', 'nsubj'), ('The', 'was', 'root'), ('innovative.', 'was', 'nsubj')]"
This service looks amazing.,"[('This', 'RB'), ('service', 'JJ'), ('looks', 'RB'), ('amazing.', 'NN')]","[('service', 'service', 'nsubj'), ('This', 'looks', 'obj'), ('This', 'amazing.', 'nsubj'), ('This', 'This', 'nsubj')]"
This service seems boring.,"[('This', 'RB'), ('service', 'NN'), ('seems', 'RB'), ('boring.', 'JJ')]","[('service', 'boring.', 'nsubj'), ('seems', 'This', 'obj'), ('This', 'service', 'nsubj'), ('This', 'seems', 'obj')]"
The app looks awful.,"[('The', 'VB'), ('app', 'RB'), ('looks', 'DT'), ('awful.', 'RB')]","[('looks', 'The', 'root'), ('The', 'awful.', 'root'), ('The', 'The', 'obj'), ('looks', 'awful.', 'root')]"
The experience looks terrible.,"[('The', 'NN'), ('experience', 'VB'), ('looks', 'PRP'), ('terrible.', 'RB')]","[('terrible.', 'experience', 'obj'), ('terrible.', 'looks', 'nsubj'), ('terrible.', 'experience', 'obj'), ('looks', 'The', 'nsubj')]"
The experience seems innovative.,"[('The', 'JJ'), ('experience', 'JJ'), ('seems', 'PRP'), ('innovative.', 'NN')]","[('innovative.', 'seems', 'root'), ('innovative.', 'innovative.', 'nsubj'), ('The', 'innovative.', 'root'), ('experience', 'seems', 'root')]"
The movie seems amazing.,"[('The', 'DT'), ('movie', 'VB'), ('seems', 'VB'), ('amazing.', 'RB')]","[('amazing.', 'The', 'nsubj'), ('seems', 'movie', 'root'), ('amazing.', 'The', 'nsubj'), ('amazing.', 'seems', 'nsubj')]"
This service looks fantastic.,"[('This', 'JJ'), ('service', 'RB'), ('looks', 'RB'), ('fantastic.', 'RB')]","[('fantastic.', 'service', 'nsubj'), ('service', 'fantastic.', 'obj'), ('service', 'This', 'nsubj'), ('This', 'service', 'nsubj')]"
The experience feels boring.,"[('The', 'JJ'), ('experience', 'PRP'), ('feels', 'PRP'), ('boring.', 'DT')]","[('boring.', 'The', 'root'), ('The', 'experience', 'nsubj'), ('The', 'boring.', 'obj'), ('feels', 'experience', 'obj')]"
The experience feels innovative.,"[('The', 'DT'), ('experience', 'JJ'), ('feels', 'DT'), ('innovative.', 'VB')]","[('innovative.', 'innovative.', 'obj'), ('feels', 'feels', 'root'), ('experience', 'experience', 'nsubj'), ('experience', 'feels', 'nsubj')]"
The app feels fantastic.,"[('The', 'VB'), ('app', 'DT'), ('feels', 'PRP'), ('fantastic.', 'JJ')]","[('app', 'feels', 'root'), ('feels', 'app', 'root'), ('app', 'app', 'obj'), ('app', 'feels', 'obj')]"
The product is boring.,"[('The', 'PRP'), ('product', 'JJ'), ('is', 'PRP'), ('boring.', 'RB')]","[('boring.', 'The', 'obj'), ('product', 'product', 'nsubj'), ('is', 'product', 'obj'), ('product', 'product', 'nsubj')]"
This service is great.,"[('This', 'PRP'), ('service', 'PRP'), ('is', 'JJ'), ('great.', 'DT')]","[('great.', 'is', 'nsubj'), ('great.', 'is', 'obj'), ('service', 'service', 'obj'), ('service', 'service', 'nsubj')]"
This service was awful.,"[('This', 'PRP'), ('service', 'NN'), ('was', 'RB'), ('awful.', 'PRP')]","[('awful.', 'This', 'obj'), ('was', 'service', 'root'), ('was', 'service', 'root'), ('awful.', 'was', 'root')]"
The movie looks awful.,"[('The', 'RB'), ('movie', 'RB'), ('looks', 'JJ'), ('awful.', 'DT')]","[('looks', 'looks', 'root'), ('looks', 'movie', 'root'), ('awful.', 'movie', 'nsubj'), ('movie', 'movie', 'root')]"
The movie seems terrible.,"[('The', 'RB'), ('movie', 'RB'), ('seems', 'NN'), ('terrible.', 'RB')]","[('The', 'seems', 'root'), ('The', 'seems', 'nsubj'), ('seems', 'movie', 'nsubj'), ('movie', 'movie', 'root')]"
The app was amazing.,"[('The', 'RB'), ('app', 'RB'), ('was', 'DT'), ('amazing.', 'JJ')]","[('amazing.', 'The', 'root'), ('amazing.', 'amazing.', 'nsubj'), ('The', 'The', 'obj'), ('The', 'amazing.', 'obj')]"
This service feels fantastic.,"[('This', 'NN'), ('service', 'NN'), ('feels', 'NN'), ('fantastic.', 'RB')]","[('fantastic.', 'service', 'obj'), ('feels', 'This', 'nsubj'), ('feels', 'service', 'obj'), ('fantastic.', 'This', 'nsubj')]"
The app feels mediocre.,"[('The', 'JJ'), ('app', 'VB'), ('feels', 'JJ'), ('mediocre.', 'NN')]","[('mediocre.', 'mediocre.', 'root'), ('feels', 'mediocre.', 'nsubj'), ('mediocre.', 'mediocre.', 'obj'), ('feels', 'feels', 'nsubj')]"
The experience feels great.,"[('The', 'RB'), ('experience', 'NN'), ('feels', 'NN'), ('great.', 'DT')]","[('The', 'feels', 'nsubj'), ('great.', 'great.', 'obj'), ('The', 'great.', 'nsubj'), ('feels', 'feels', 'nsubj')]"
The experience feels mediocre.,"[('The', 'RB'), ('experience', 'DT'), ('feels', 'NN'), ('mediocre.', 'PRP')]","[('feels', 'experience', 'obj'), ('The', 'experience', 'obj'), ('experience', 'experience', 'nsubj'), ('experience', 'mediocre.', 'root')]"
